index,mean_top_third,mse,good_obs
close_gauss,0.40299696197516577,0.0211086437854048,0.8003898170246618
close_gauss_res,0.39478862578921015,0.021573211001895874,0.8003898170246618
close_npmle,0.4031608677731765,0.021101819556669857,0.8003898170246618
close_npmle_res,0.3948229697847315,0.021574603718046415,0.8003898170246618
indep_gauss_flexible,0.39238525816170466,,0.8003898170246618
naive,0.38990095791228946,0.02315768206512116,0.8003898170246618
