index,mean_top_third,mse,good_obs
close_gauss,0.09167984904785709,0.016996674315317265,0.20066376969038557
close_gauss_res,0.07879355858375998,0.017529570221780075,0.20066376969038557
close_npmle,0.09171055438809778,0.016988864155705382,0.20066376969038557
close_npmle_res,0.07919242048195738,0.01752249484966974,0.20066376969038557
indep_gauss_flexible,0.060518703574798334,,0.20066376969038557
naive,0.06121781864546505,0.01990122094894449,0.20066376969038557
