index,mean_top_third,mse,good_obs
close_gauss,0.11993964306013748,0.027640064831030053,0.21721459824980102
close_gauss_res,0.09977378270087871,0.028878130753969403,0.21721459824980102
close_npmle,0.12006160610191761,0.027632992555411913,0.21721459824980102
close_npmle_res,0.10034291980422733,0.02885012832683437,0.21721459824980102
indep_gauss_flexible,0.08662765120072125,,0.21721459824980102
naive,0.0837100821878578,0.03232406308591641,0.21721459824980102
