index,mean_top_third,mse,good_obs
close_gauss,0.4793913589351416,0.004405870397174567,0.992034606205251
close_gauss_res,0.47925392318625243,0.004433216472677162,0.992034606205251
close_npmle,0.4793875263703057,0.004404743417824323,0.992034606205251
close_npmle_res,0.47924862210213853,0.004434368433657071,0.992034606205251
indep_gauss_flexible,0.47943574670278694,,0.992034606205251
naive,0.478163036064198,0.004609153054922064,0.992034606205251
