index,mean_top_third,mse,good_obs
close_gauss,0.19354310166686825,0.007363095861682359,0.7926909307875892
close_gauss_res,0.19141148716525014,0.007568250059157432,0.7926909307875892
close_npmle,0.19381175185682992,0.0073460668654297566,0.7926909307875892
close_npmle_res,0.19135436629675737,0.0075625196594318,0.7926909307875892
indep_gauss_flexible,0.19071364799597862,,0.7926909307875892
naive,0.18915091695152733,0.007937156604321604,0.7926909307875892
